Identifiant;Joueurs;Argent;Pari;Victoire;Defaite;Gains;Moderateur
2091569;170;458,9;8,11;204,70993;3,37;660,2401;0
2091570;166;361,49;3,02;129,78998;19,029997;472,25006;0
2091571;152;316,25;2,35;92,16002;19,699997;388,71002;0
2091572;155;374,5;1,86;86,34001;77,48001;383,35995;0
2091573;138;387,67;7,05;188,48996;7,24;568,9202;0
2091574;148;377,89;1,04;1,1899989;315,21994;63,859997;0
2091575;145;373,81;1,95;85,459984;52,930004;406,34003;0
2091576;145;442,42;1,39;47,100006;131,36;358,15994;0
2091577;154;360,79;2,07;113,13001;38,07;435,8498;0
2091578;150;307,17;5,08;126,26005;7,29;426,1398;0
2091579;152;411,71;1,03;0,23999977;400,31982;11,630001;0
2091580;129;342,17;2,46;97,83002;22,13;417,87006;0
2091581;146;393,97;1,26;32,880005;164,75;262,09998;0
2091582;161;363,47;1,94;64,96002;73,26001;355,17004;0
2091583;139;373;1,19;11,790005;232,66998;152,11998;0
2091584;134;338,75;1,47;45,059994;86,02999;297,7799;0
2091585;137;382,99;3,72;122,02;1,8100001;503,1999;0
2091586;148;378,78;1,04;0,39000034;360,0899;19,08;0
2091587;122;272,13;1,07;0,8700001;252,09996;20,9;0
2091588;149;457,04;1,1;2,0300004;421,18008;37,889996;0
2091589;148;685,78;1,33;98,99999;152,19998;632,58;0
2091590;131;401,8;3,09;122,25;1,63;522,4201;0
2091591;121;277,96;2,03;66,249985;37,05;307,15997;0
2091592;159;357,86;1;0;357,86002;0;0
2091593;150;427,34;13,99;179,62004;0,27;606,6901;0
2091594;166;564,25;1,87;119,229996;55,08;628,4002;0
2091595;147;468,67;10,48;147,23004;0,51;615,38983;0
2091596;126;257,1;1,43;34,620003;63,270004;228,44992;0
2091597;134;322,69;1,14;3,0099993;268,73996;56,959988;0
2091598;125;337,17;4,22;121,040016;4,9700003;453,24005;0
2091599;141;409,31;3,02;113,040016;16,93;505,41986;0
2091600;139;349,94;1,32;34,799995;131,85997;252,87993;0
2091601;133;289,24;3,23;86,64002;10,12;365,75992;0
2091602;126;237,85;2,73;102,51;8,09;332,27;0
2091603;132;230,76;2,53;67,890015;5,07;293,5798;0
2091604;131;232,29;7,51;104,16002;0,7;335,7499;0
2091605;132;265,15;1,43;29,550001;91,71999;202,97993;0
2091606;118;244,14;2,09;67,42;8,04;303,52;0
2091607;125;237,58;2;63,34998;30,259998;270,66992;0
2091608;125;216,55;7,3;86,299965;0;302,85013;0
2091609;127;210,71;9,99;87,17001;2,87;295,01004;0
2091610;124;250,03;1,13;3,9199998;185,95003;68;0
2091611;114;231,84;4,76;73,31;5,24;299,91;0
2091612;125;302,08;2,02;120,73;37,179996;385,63004;0
2091613;139;258,25;1,08;1,5999998;225,71002;34,14;0
2091614;134;286,86;1,8;75,54006;23,029999;339,37;0
2091615;134;332,18;1,3;38,25999;98,23999;272,1999;0
2091616;144;227,17;1,2;17,269997;95,06002;149,38004;0
2091617;144;295,78;2,82;105,06999;3,98;396,86996;0
2091618;137;203,92;3,58;58,58999;7,38;255,12999;0
2091619;144;253,51;1;0;253,50998;0;0
2091620;128;213,8;3,63;88,290016;0,5;301,59;0
2091621;131;221,39;4,59;99,75998;1;320,15;0
2091622;119;180,71;2,97;57,16998;7,2299995;230,65001;0
2091623;143;204,13;2,43;68,57001;15,850001;256,85;0
2091624;133;194,68;3,13;74,55003;0,69;268,53998;0
2091625;131;205,65;4,97;94,35002;2,25;297,74994;0
2091626;131;192,54;4,79;84,19;3,73;273,0001;0
2091627;120;193,53;1;0;193,52998;0;0
2091628;116;193,4;2,24;48,670002;17,34;224,72995;0
2091629;127;313,93;1,07;1,6399994;279,49988;36,069996;0
2091630;133;281,2;1,02;0,059999943;276,88998;4,37;0
2091631;159;488,45;1,87;113,659966;21,34;580,76996;0
2091632;138;355,1;15,45;131,78001;0;486,87985;0
2091633;149;306,28;1,07;1,0899999;285,63998;21,730003;0
2091634;128;273,08;1,62;44,410004;49,949997;267,53995;0
2091635;139;373,8;1,11;2,6699994;333,59;42,879997;0
2091636;135;431,38;3,24;131,29001;8,45;554,2201;0
2091637;136;337,55;2,48;83,750015;4,09;417,2099;0
2091638;156;615,78;4,29;194,24005;2,5;807,51996;0
2091639;159;342,4;4,16;96,94002;2,5;436,83997;0
2091640;155;301,13;1,63;58,549984;54,659996;305,01996;0
2091641;137;287,62;1,47;41,910004;65,08999;264,43997;0
2091642;126;255,84;1,41;35,849995;51,62999;240,05998;0
2091643;128;239,76;2,32;56,089993;13,6;282,24988;0
2091644;125;214,68;2,46;72,00002;14,829998;271,85;0
2091645;123;231,46;3,33;69,85999;5,99;295,33005;0
2091646;120;256;1,99;52,740005;28,880003;279,85977;0
2091647;123;241,39;2,38;82,23;2,4899998;321,12997;0
2091648;114;201,35;2,97;74,38001;9,1;266,62994;0
2091649;127;225,1;30,03;103,01998;0;328,12;0
2091650;121;222,73;2,77;66,42999;8,07;281,08987;0
2091651;119;201,86;2,22;62,360004;10,570001;253,64998;0
2091652;118;214,61;1,65;38,77;55,42;197,95996;0
2091653;110;237,62;79,2;83,47997;0;321,0999;0
2091654;116;277,97;4,31;89,939995;0,66999996;367,23984;0
2091655;116;245,58;4,6;92,83002;0,25;338,1601;0
2091656;116;228,73;8,24;107,20003;0;335,93;0
2091657;129;267,41;1;0;267,40997;0;0
2091658;111;309,98;1,79;55,95;74,94;290,98993;0
2091659;108;284,92;12,05;120,93001;0;405,8499;0
2091660;129;263,74;1,11;1,6899996;239,06006;26,369999;0
2091661;120;228,9;1,21;16,549997;102,63002;142,82002;0
2091662;123;255,94;4,62;90,889946;0,5;346,32993;0
2091663;129;266,88;1,18;10,699999;146,28;131,29999;0
2091664;116;254,53;1,06;1,2400005;222,76;33,009995;0
2091665;141;489,8;5,35;174,28003;0,25;663,82983;0
2091666;125;254,55;6,67;109,86999;2,3;362,11996;0
2091667;140;872,48;1,32;82,92001;90,78;864,6198;0
2091668;129;279,02;1,43;34,419994;97;216,44002;0
2091669;134;296,74;5,5;117,68;0;414,4201;0
2091670;138;293,74;3,73;108,91002;3,55;399,1001;0
2091671;124;283,21;4,02;105,68998;1,84;387,0601;0
2091672;136;306,38;1,38;36,550007;98,13997;244,78995;0
2091673;111;216,31;1,63;39,199997;35,850002;219,66005;0
2091674;119;261,79;3,05;84,06;6,25;339,60004;0
2091675;115;240,34;2,02;65,360016;39,22;266,47998;0
2091676;111;229,89;2,21;72,399994;24,349998;277,9399;0
2091677;120;275,09;1,09;3,559999;209,16998;69,48001;0
2091678;102;285,09;1,05;1,1600008;240,31998;45,93;0
2091679;150;577,25;1,02;0,1400004;568,7901;8,599999;0
2091680;143;761,01;1,2;61,39001;396,63007;425,76993;0
2091681;137;387,11;1,29;48,21001;104,829994;330,48993;0
2091682;120;252,26;2,28;61,730003;13,380001;300,61005;0
2091683;132;426,66;1;0;426,65997;0;0
2091684;111;243,45;3,6;86,16002;1,88;327,73004;0
2091685;127;311,49;1,26;28,709995;128,98003;211,22;0
2091686;123;340,14;3,27;107,95003;10,5;437,58984;0
2091687;131;277,95;4,71;84,49003;0;362,44006;0
2091688;124;280,34;1,75;66,110016;34,790005;311,65994;0
2091689;120;214,94;11,67;92,86002;0;307,8001;0
2091690;116;219,3;4,1;83,48;0,53;302,25003;0
2091691;114;249,55;2,39;65,72003;26,889997;288,38;0
2091692;116;225,51;2,67;84,079994;1,16;308,4299;0
2091693;120;222,93;2,56;55,72998;17,24;261,42;0
2091694;116;205,02;1,68;30,320004;41,270004;194,07005;0
2091695;108;185,55;5,03;66,09998;0;251,65005;0
2091696;111;163,95;1,16;5,4800014;95,650024;73,77999;0
2091697;106;204,65;2,22;42,59999;13,78;233,46997;0
2091698;107;181,61;1,21;9,38;92,61997;98,369995;0
2091699;115;241,97;2,88;74,979996;1,1500001;315,8;0
2091700;107;225,45;2,26;64,56;3,84;286,16995;0
2091701;115;209,2;49,09;80,029976;0;289,22995;0
2091702;107;208,1;1,18;8,98;115,85997;101,22;0
2091703;100;244,28;32,32;77,21;0;321,49002;0
2091704;112;193,58;1,33;23,649998;52,189995;165,03996;0
2091705;110;179,05;1,83;33,050003;30,35;181,75006;0
2091706;110;215,72;1,62;35,449997;31,969997;219,20001;0
2091707;108;214,12;3,22;96,479996;0,5;310,10004;0
2091708;112;205,43;1;0;205,42995;0;0
2091709;113;255,58;2,06;72,56001;8,190001;319,9498;0
2091710;107;209,97;71,84;125,83;0,48;335,31992;0
2091711;115;249,18;17,43;121,650024;0;370,8299;0
2091712;109;201,36;7,17;109,48002;0;310,84006;0
2091713;110;211,26;1,65;30,290007;62,139996;179,40993;0
2091714;106;172,04;2,1;39,2;10,12;201,12009;0
2091715;104;166,68;1,14;3,8099985;120,03998;50,449993;0
2091716;99;208,11;1,17;7,2099996;101,35998;113,95999;0
2091717;135;403,39;1,46;59,419994;83,34;379,4697;0
2091718;113;281,4;6,52;94,429985;0;375,82983;0
2091719;123;281,96;1,57;47,409992;46,630005;282,74;0
2091720;119;240,43;3,49;99,530014;3,22;336,73996;0
2091721;110;279,71;8,93;110,250015;0;389,96008;0
2091722;116;208,17;1,4;26,540005;58,059998;176,65;0
2091723;100;179,7;15,68;69,85;0;249,55;0
2091724;114;212,1;1,46;23,220003;68,78001;166,53993;0
2091725;107;187,82;1,29;16,040003;58,8;145,05998;0
2091726;110;249,66;1,08;1,6400001;214,00996;37,289997;0
2091727;111;264,79;2,14;70,94999;7,48;328,2599;0
2091728;114;246,6;3,9;91,36998;2,48;335,49;0
2091729;116;237,38;1,01;0,01999998;234,94006;2,46;0
2091730;107;205,97;2,31;50,060013;22,499998;233,52998;0
2091731;117;339,06;1,28;32,130005;137,87996;233,30997;0
2091732;115;255,71;1;0;255,71004;0;0
2091733;119;296,02;1,05;0,6100001;278,39005;18,24;0
2091734;117;439,12;2,55;105,18999;5,33;538,9799;0
2091735;129;355,77;1,4;55,200005;84,89001;326,08002;0
2091736;129;379,91;1,56;78,76996;53,12;405,5599;0
2091737;106;270,48;2,09;66,41999;5,8900003;331,01007;0
2091738;122;322,11;1,24;30,980001;122,619995;230,47;0
2091739;121;303,86;2,66;90,429985;11,5199995;382,76996;0
2091740;114;284,54;4,76;105,17003;0;389,71002;0
2091741;120;243,31;4,5;92,84002;9,400001;326,7501;0
2091742;108;220,3;3,09;86,07998;9,76;296,62018;0
2091743;109;218,32;1,88;56,570004;34,450005;240,44011;0
2091744;94;195,44;1,21;11,690001;100,200005;106,930016;0
2091745;107;221,52;1,98;50,92;25,779999;246,66;0
2091746;97;200,74;7,75;116,91997;0;317,65997;0
2091747;104;204,49;11,11;89,59;0;294,08002;0
2091748;96;214,57;2,41;64,40999;10,98;268,00003;0
2091749;103;195,45;12,65;100,619995;0,25;295,81998;0
2091750;104;196,77;10,16;72,68001;0,25;269,2001;0
2091751;106;218,8;4,69;112,50001;1,25;330,05014;0
2091752;108;234,11;1,4;24,520002;65,62;193,00996;0
2091753;100;193,18;2,91;66,31;7,3899994;252,09996;0
2091754;106;218,37;3,36;85,28999;3,4299998;300,22992;0
2091755;111;231,59;1,55;39,000004;46,709995;223,87999;0
2091756;104;207,17;1,36;20,859999;69,66999;158,36;0
2091757;104;189,67;2,8;69,21999;1,8000001;257,08994;0
2091758;96;211,68;4,8;72,14998;4,44;279,39;0
2091759;109;247,34;4,46;89,32003;2,4399998;334,21988;0
2091760;104;217,29;1;0;217,28998;0;0
2091761;101;193,93;1,19;11,689999;92,150024;113,46999;0
2091762;132;397,48;2,19;103,249985;17,24;483,49002;0
2091763;113;236,54;8,7;71,609985;0,75;307,40002;0
2091764;114;275,96;2,42;89,18997;11,990001;353,16003;0
2091765;117;255,2;4,29;87,770004;1,42;341,5499;0
2091766;106;271,48;1,97;58,069996;25,09;304,4599;0
2091767;104;244,69;1,14;10,130002;146,27002;108,54999;0
2091768;105;244,09;1,34;25,6;91,56002;178,12994;0
2091769;111;265,43;4,85;98,52997;2,28;361,6801;0
2091770;112;236,1;123,56;105,29001;0;341,39008;0
2091771;109;241,5;12,16;92,89001;0,25;334,14005;0
2091772;97;251,65;2,82;98,42996;14,59;335,48996;0
2091773;108;199,21;2,04;57,92;13,169999;243,96;0
2091774;111;265,66;2,24;76,68999;10,909999;331,43994;0
2091775;107;213,73;6,32;80,45003;0;294,17987;0
2091776;112;238,82;1,16;7,520002;155,79;90,55001;0
2091777;99;229,34;1,01;0,16000056;213,47993;16,02;0
2091778;142;350,25;1,65;78,05999;37,66;390,64984;0
2091779;130;308,15;1,97;74,47001;62,48;320,13995;0
2091780;127;242,04;4,36;117,46998;0,5;359,01;0
2091781;136;257,02;17,75;113,579994;0;370,6001;0
2091782;128;272,75;1,93;54,71;59,980003;267,47995;0
2091783;115;232,71;1,76;50,61;32,17;251,15004;0
2091784;123;263,91;1,49;41,619995;67,06;238,47;0
2091785;98;202,43;1,92;43,810005;24,049997;222,19002;0
2091786;114;221,86;1,02;0,14999998;213,71007;8,3;0
2091787;111;281,5;2,76;94,73001;2,89;373,34015;0
2091788;119;243,67;2,21;69,709984;20,759998;292,62;0
2091789;118;285,17;1,98;75,189995;22,45;337,90997;0
2091790;101;200,33;1,63;35,310005;20,709997;214,93002;0
2091791;114;244,96;3,23;85,159966;4,35;325,77005;0
2091792;109;198,02;3,01;80,38002;2,2;276,1999;0
2091793;118;302,14;3,09;101,88997;3,5;400,52994;0
2091794;115;201,59;1,88;44,219994;18,369999;227,44003;0
2091795;115;219,27;10,85;110,01999;0;329,28986;0
2091796;107;169,33;7,15;71,909996;0,75;240,48999;0
2091797;102;189,6;1,59;32,439995;37,43;184,61;0
2091798;108;232,78;19,05;69,31001;0;302,0899;0
2091799;112;221,41;6,46;102,489975;0,39;323,50995;0
2091800;112;191,79;2,7;60,3;4,0600004;248,02995;0
2091801;112;215;4,12;104,93;4,2;315,73013;0
2091802;106;208,8;3,03;95,47996;2,94;301,34003;0
2091803;117;226,04;2,89;76,91;11,64;291,31;0
2091804;120;229,34;1;0;229,33997;0;0
2091805;109;224,57;2,67;84,73996;10,75;298,55997;0
2091806;123;254,85;1,06;1,1300008;222,84991;33,13;0
2091807;131;262,53;1,38;30,829998;98,12001;195,23997;0
2091808;129;344,6;4,83;117,16998;0,5;461,2699;0
2091809;125;273,34;197,49;114,68004;0;388,0201;0
2091810;127;267,61;1,02;0,19999957;254,49;13,32;0
2091811;115;205,57;2,05;59,180008;17,86;246,88998;0
2091812;116;293,33;1,06;2,0199986;243,4;51,949997;0
2091813;129;254,06;1;0;254,05998;0;0
2091814;134;458,38;1,29;62,870003;97,23001;424,02002;0
2091815;124;249,19;2,75;88,02998;4,66;332,56003;0
2091816;139;453,11;2,42;137,93002;1,8900001;589,1502;0
2091817;129;315,96;1,14;6,8299985;224,73006;98,06001;0
2091818;131;464,8;1,06;1,6000009;422,19;44,209995;0
2091819;141;494,87;5,79;165,47997;1,81;658,54004;0
2091820;139;355,1;1,74;58,65;93,08;320,67007;0
2091821;125;352,5;3,41;113,54001;3,88;462,16006;0
2091822;136;304,72;2,77;107,33998;3,29;408,77014;0
2091823;125;284,48;11,22;122,219986;0;406,70004;0
2091824;116;265,18;7,08;139,24997;0,61;403,82;0
2091825;124;283,47;1,24;17,709997;139,46002;161,72002;0
2091826;109;255,3;1,16;4,37;199,12996;60,539993;0
2091827;108;363,24;1,42;40,059986;133,24;270,05997;0
2091828;111;268,91;6,62;118,120026;0,5;386,53;0
2091829;121;285,29;5,97;106,200005;0,5;390,9898;0
2091830;109;276,98;2,88;81,12001;3,06;355,04013;0
2091831;108;246,85;1,83;54,259995;22,900002;278,21005;0
2091832;104;242,63;1,49;28,680006;81,92001;189,39;0
2091833;115;296,43;7,03;155,62001;0;452,05005;0
2091834;118;278,18;1,11;3,2999985;211,05003;70,43;0
2091835;105;273,99;1,3;16,91;152,42995;138,47;0
2091836;119;256,09;1,07;1,81;222,47998;35,420002;0
2091837;109;303,15;1,71;62,23;58,980003;306,39993;0
2091838;112;307,24;1,82;69,82;55,339996;321,7199;0
2091839;101;292,81;1,06;1,4600003;254,89006;39,379997;0
2091840;113;287,36;1,15;6,8399987;216,22993;77,97002;0
2091841;101;308,32;8,79;116,16003;0;424,47995;0
2091842;131;376,3;4,78;139,35002;3,16;512,4901;0
2091843;115;309,17;3,2;89,52003;3,9;394,78992;0
2091844;117;284,2;4,58;123,36002;0,35;407,21002;0
2091845;125;321,42;2,7;107,100044;13,689999;414,83002;0
2091846;120;284,12;3,36;89,79001;3,87;370,04013;0
2091847;120;274,72;36,59;107,74001;0;382,46008;0
2091848;108;192,07;9,96;112,19002;0;304,2601;0
2091849;116;217,01;1,41;23,960003;69,960014;171,01003;0
2091850;96;163,63;1,18;7,1200013;88,57001;82,18;0
2091851;105;187,64;3,05;62,469994;0,35;249,76004;0
2091852;103;200,65;7,75;77,54999;1,35;276,84988;0
2091853;117;210,99;15,64;90,45999;0;301,45;0
2091854;115;207,17;1,52;32,47;51,630005;188,00998;0
2091855;110;224,34;7,56;97,150024;1,2;320,28995;0
2091856;118;231,19;9,79;91,28003;0,25;322,21997;0
2091857;106;208,62;2,08;62,639984;18,05;253,20996;0
2091858;109;186,38;3,42;78,840004;2,28;262,94006;0
2091859;114;204,88;1,34;21,01;64,83;161,06003;0
2091860;94;189,65;1,13;4,570002;120,01001;74,21001;0
2091861;106;246,46;2,28;68,47998;13,25;301,6899;0
2091862;110;204,37;1,14;6,7199993;124,94999;86,13999;0
2091863;114;264,53;1,08;1,1300002;243,54996;22,110003;0
2091864;126;356,19;2,04;116,67002;19,6;453,2599;0
2091865;115;260,45;1,52;35,360012;77,439995;218,37004;0
2091866;113;259,83;3,41;91,229996;5,35;345,70984;0
2091867;114;292,68;1,09;4,4300013;220,85;76,26001;0
2091868;116;254,6;1,46;30,349998;84,86;200,09001;0
2091869;111;266,13;2,48;91,56003;6,1800003;351,51;0
2091870;115;235,63;2,5;72,11;11,789999;295,95007;0
2091871;116;249,95;2,43;83,619995;5,54;328,0299;0
2091872;113;245,51;4,58;89,49;0,27;334,73004;0
2091873;104;226,75;1,06;0,70000005;204,34995;23,1;0
2091874;99;242,48;2,14;81,10999;16,77;306,81995;0
2091875;109;286,04;2,41;91,57;17,68;359,9298;0
2091876;102;229,42;8,09;83,49998;0;312,92;0
2091877;105;240,71;1,96;54,749996;21,550001;273,91006;0
2091878;98;215,7;4,3;70,64;1;285,34006;0
2091879;107;175,4;1;0;175,39998;0;0
2091880;99;230,91;1,3;12,910003;119,86001;123,96;0
2091881;115;350,05;6,2;167,99007;0,75;517,29004;0
2091882;107;230,63;9,35;87,819984;0,25;318,19998;0
2091883;102;216,39;1,57;27,560003;86,45;157,49998;0
2091884;101;151,9;1,81;29,04;26,860003;154,08005;0
2091885;92;189,42;3,03;78,66998;4,47;263,62;0
2091886;103;209,29;1,42;23,309998;62,920002;169,67998;0
2091887;102;190,51;1,8;36,940002;47,72;179,73001;0
2091888;105;182,47;3,44;88,77002;2,86;268,3799;0
2091889;105;211,44;1,3;13,020001;110,97;113,489975;0
2091890;107;188,8;1,72;37,110023;31,489998;194,41995;0
2091891;106;168,64;9,86;74,649994;0;243,29;0
2091892;100;184,89;1,44;24,160006;47,569996;161,47997;0
2091893;101;170,16;1,18;5,310002;112,590004;62,879997;0
2091894;105;222,15;2,57;78,79;5,78;295,15997;0
2091895;108;199,26;1,27;14,660005;80,78999;133,12999;0
2091896;116;247,71;14,98;112,07001;0;359,78;0
2091897;107;241,99;1,17;6,6500015;166,06001;82,579994;0
2091898;97;223,9;1,06;0,6999998;204,77;19,83;0
2091899;122;312,64;1,09;3,1299994;257,21997;58,55;0
2091900;108;325,79;4,48;157,03996;0,25;482,5801;0
2091901;110;312,9;4,76;115,50998;0,49;427,9201;0
2091902;107;289,48;2,5;100,77;19,320004;370,93002;0
2091903;112;258,99;1,46;29,059996;82,64998;205,4;0
2091904;103;243,06;4,46;106,71998;0;349,77997;0
2091905;107;227,36;1,89;42,529995;37,22;232,66995;0
2091906;105;225,15;4,89;96,78999;2,15;319,78986;0
2091907;108;224,86;1,23;13,480003;112,490005;125,84998;0
2091908;112;199,34;6,7;120,51;0,25;319,59995;0
2091909;98;186,42;1,34;14,309999;84,80001;115,93001;0
2091910;99;236,79;1;0;236,78993;0;0
2091911;100;232,94;1,21;15,530006;118,31001;130,15997;0
2091912;107;268,12;1,45;28,889994;105,71001;191,30002;0
2091913;100;382,99;3,62;252,10999;1,48;633,61993;0
2091914;114;225,96;1,09;2,9600005;175,43001;53,489998;0
2091915;100;236,53;3,73;111,15;6,5;341,17993;0
2091916;102;214,93;30,37;69,28999;0,25;283,97;0
2091917;107;232,56;2,34;81,83998;19,11;295,29;0
2091918;100;203,34;1,33;20,640007;72,920006;151,05998;0
2091919;103;220,58;3,89;85,700005;0,25;306,03006;0
2091920;103;211,58;191,93;97,29004;0;308,8701;0
2091921;108;209,09;4,33;81,48003;0;290,57;0
2091922;102;234,68;147,67;82,720024;0;317,4;0
2091923;99;207,06;2,1;74,46996;15,759999;265,76996;0
2091924;100;226,72;1,65;35,020008;43,33;218,41005;0
2091925;91;195,16;1;0;195,15999;0;0
2091926;96;201,71;2,95;74,18002;3,17;272,72003;0
2091927;87;189,34;1,04;0,33999968;169,72997;19,95;0
2091928;95;203,26;1,94;44,859997;23,55;224,56999;0
2091929;103;243,74;2,54;68,02003;13,379999;298,3801;0
2091930;99;242,33;3,55;74,65999;8,79;308,20004;0
2091931;101;318,92;2,52;121,63;41,120003;399,4299;0
2091932;100;235,21;1,06;1,2700002;201,14005;35,33999;0
2091933;99;184,17;1,07;1,2099996;151,18997;34,19;0
2091934;118;361,62;1,13;4,5399995;305,17996;60,980003;0
2091935;104;304,86;1,08;2,0200005;264,69003;42,190002;0
2091936;102;341,21;1,21;35,580006;127,78999;249,00005;0
2091937;96;363,25;3,47;95,14001;3,5200002;454,8701;0
2091938;98;441,42;27,25;196,29;0;637,71014;0
2091939;107;208,93;3,57;89,180016;1,82;296,29;0
2091940;117;263,78;2,31;67,68001;13,85;317,61002;0
2091941;114;242,91;1,74;48,589993;43,340004;248,16;0
2091942;112;225,74;1,27;22,020004;80,619995;167,14001;0
2091943;116;226,81;14,66;111,21999;0;338,03018;0
2091944;123;248,98;2,86;75,14002;4,99;319,12997;0
2091945;104;178,19;1,54;26,41001;41,140007;163,45998;0
2091946;100;167,01;2,3;40,319992;20,27;187,05998;0
2091947;102;163,55;9,82;65,99001;0;229,53993;0
2091948;112;234,06;7,47;122,090004;0;356,15;0
2091949;114;192,88;1,14;3,77;140,7;55,949993;0
2091950;100;239,44;4,22;94,939995;2,28;332,1;0
2091951;111;222,99;1,23;15,130002;110,62;127,50001;0
2091952;103;172,73;1,06;0,87;149,26001;24,339998;0
2091953;100;218,03;1,73;32,730003;30,920002;219,83998;0
2091954;106;232,61;1,91;53,770008;29,669998;256,70993;0
2091955;99;183,81;3,39;66,40999;1,09;249,12993;0
2091956;109;210,4;3,44;74,24002;1,53;283,11014;0
2091957;111;204,46;1,78;34,46998;43,469997;195,45998;0
2091958;100;170,28;2,85;56,86;1;226,1399;0
2091959;100;204,98;3,7;66,09;1,88;269,19;0
2091960;105;210,85;1,52;27,960007;48,490005;190,31998;0
2091961;97;194,68;6,03;76,51;0,5;270,69;0
2091962;94;235,67;1,71;47,559998;46,97;236,26004;0
2091963;99;226,62;1,14;6,9699993;133,10999;100,48001;0
2091964;96;234,07;1,22;13,800001;130,56999;117,29998;0
2091965;104;202,08;2,98;82,920006;1;283,99994;0
2091966;103;207,83;1,48;29,490005;43,48;193,84001;0
2091967;111;233,5;1,37;27,710009;68,63999;192,56996;0
